                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 0.8903,                 1.0003,                  1.244,                0.59964,                0.53558,                0.55099,                0.37693,                 1.2688,                 1.6161,                 1.6334,             0.00082503,             0.00082503,             0.00082503
                     29,                0.87681,                0.98678,                 1.2306,                0.48219,                0.48506,                0.47546,                0.32191,                 1.3091,                 1.8665,                 1.6986,             0.00081403,             0.00081403,             0.00081403
                     30,                0.88929,                0.98372,                 1.2369,                0.56968,                0.48921,                0.50693,                 0.3483,                 1.2193,                 1.8986,                 1.5655,             0.00080303,             0.00080303,             0.00080303
                     31,                0.85786,                0.96828,                 1.2219,                0.64933,                0.48937,                0.53955,                0.38497,                 1.2702,                 1.7024,                 1.6422,             0.00079203,             0.00079203,             0.00079203
                     32,                0.86149,                0.94531,                 1.2101,                0.57472,                0.51187,                0.50593,                0.35072,                 1.2962,                 1.7485,                 1.6789,             0.00078103,             0.00078103,             0.00078103
                     33,                0.83043,                0.90199,                 1.1977,                 0.5052,                0.63366,                0.54734,                0.37279,                 1.2226,                 1.6207,                 1.6025,             0.00077003,             0.00077003,             0.00077003
                     34,                0.83362,                0.89127,                 1.2001,                0.58031,                0.50051,                0.52392,                 0.3631,                 1.3028,                 1.7329,                 1.6565,             0.00075904,             0.00075904,             0.00075904
                     35,                 0.8473,                0.86952,                 1.1861,                 0.5363,                0.56148,                0.53527,                  0.373,                 1.2761,                 1.7272,                 1.6674,             0.00074804,             0.00074804,             0.00074804
                     36,                0.81294,                0.86758,                 1.1789,                0.52162,                0.53887,                0.53266,                0.36407,                 1.2949,                 1.7941,                 1.6907,             0.00073704,             0.00073704,             0.00073704
                     37,                0.82147,                0.87118,                  1.187,                0.65682,                0.55164,                0.58169,                0.41189,                 1.2453,                 1.6265,                 1.6317,             0.00072604,             0.00072604,             0.00072604
                     38,                  0.778,                0.83692,                 1.1533,                0.59493,                0.52738,                0.53395,                0.37828,                 1.2518,                 1.7023,                 1.5943,             0.00071504,             0.00071504,             0.00071504
                     39,                0.80527,                0.82828,                 1.1732,                0.54835,                0.49917,                0.52541,                0.35295,                 1.2706,                 1.6733,                 1.6537,             0.00070404,             0.00070404,             0.00070404
                     40,                0.79002,                0.81322,                 1.1567,                0.53694,                0.56162,                0.52679,                0.36938,                 1.2433,                 1.7288,                 1.6071,             0.00069304,             0.00069304,             0.00069304
                     41,                0.79237,                 0.8097,                 1.1578,                0.64757,                0.48665,                0.52758,                0.37731,                 1.2543,                 1.7081,                  1.666,             0.00068204,             0.00068204,             0.00068204
                     42,                0.79281,                 0.8428,                   1.17,                0.61518,                0.56431,                 0.5652,                0.39802,                 1.2471,                  1.734,                 1.5994,             0.00067104,             0.00067104,             0.00067104
                     43,                 0.7845,                0.81134,                 1.1494,                0.56218,                0.53982,                 0.5484,                 0.3982,                 1.2328,                 1.6068,                 1.5923,             0.00066005,             0.00066005,             0.00066005
                     44,                0.76185,                0.76318,                 1.1406,                0.60216,                0.52566,                 0.5228,                0.37502,                 1.2532,                 1.6161,                 1.6055,             0.00064905,             0.00064905,             0.00064905
                     45,                 0.7569,                0.76429,                 1.1332,                0.54856,                0.58458,                0.54276,                0.39058,                 1.2318,                 1.6607,                 1.6266,             0.00063805,             0.00063805,             0.00063805
                     46,                0.77263,                 0.7879,                 1.1553,                0.58354,                0.56905,                0.56907,                0.41509,                 1.1912,                 1.6476,                  1.566,             0.00062705,             0.00062705,             0.00062705
                     47,                0.74032,                0.73393,                 1.1269,                0.67331,                0.54344,                0.53229,                0.38741,                 1.2642,                 1.6785,                 1.6529,             0.00061605,             0.00061605,             0.00061605
                     48,                0.72653,                0.70887,                 1.1359,                0.58972,                0.56604,                0.55764,                0.40077,                 1.2305,                 1.6415,                 1.6312,             0.00060505,             0.00060505,             0.00060505
                     49,                0.72908,                0.71597,                 1.1232,                0.72673,                0.47586,                0.53895,                0.39533,                 1.2445,                 1.6846,                 1.6285,             0.00059405,             0.00059405,             0.00059405
                     50,                0.71128,                 0.7049,                  1.122,                0.67661,                0.49958,                0.56698,                0.40102,                 1.2256,                 1.6313,                 1.5861,             0.00058305,             0.00058305,             0.00058305
                     51,                0.71045,                0.71974,                  1.116,                 0.6343,                0.53794,                0.58182,                0.42169,                 1.1936,                 1.5882,                 1.6075,             0.00057205,             0.00057205,             0.00057205
                     52,                0.70539,                0.69321,                 1.1106,                0.72269,                0.45708,                0.54273,                0.39389,                 1.2645,                 1.7368,                 1.6389,             0.00056105,             0.00056105,             0.00056105
                     53,                 0.6962,                0.70271,                 1.1027,                0.62255,                0.52195,                 0.5179,                0.36277,                 1.2578,                 1.7845,                  1.637,             0.00055006,             0.00055006,             0.00055006
                     54,                 0.6943,                0.68894,                 1.0966,                0.63333,                0.49378,                0.53713,                0.38958,                 1.2497,                 1.8067,                 1.6636,             0.00053906,             0.00053906,             0.00053906
                     55,                0.71164,                0.68253,                 1.1037,                0.47574,                0.56854,                0.52227,                0.37745,                  1.227,                 1.6687,                 1.6356,             0.00052806,             0.00052806,             0.00052806
                     56,                0.69684,                0.70274,                 1.1041,                 0.6578,                 0.5259,                0.55163,                 0.3987,                 1.1869,                 1.6948,                 1.5724,             0.00051706,             0.00051706,             0.00051706
                     57,                0.67218,                0.65741,                    1.1,                0.59369,                0.52041,                0.53837,                 0.3976,                 1.1814,                 1.7399,                 1.5525,             0.00050606,             0.00050606,             0.00050606
                     58,                0.65931,                0.63512,                  1.081,                0.68334,                0.51126,                0.57267,                0.41503,                 1.2224,                 1.6392,                 1.6101,             0.00049506,             0.00049506,             0.00049506
                     59,                 0.6567,                0.63457,                 1.0788,                0.61637,                0.55386,                0.55677,                0.39653,                 1.2494,                 1.6646,                 1.6473,             0.00048406,             0.00048406,             0.00048406
                     60,                0.65602,                0.63727,                 1.0881,                0.63868,                0.54485,                0.58468,                0.42511,                 1.2289,                 1.6507,                 1.6158,             0.00047306,             0.00047306,             0.00047306
                     61,                0.65528,                0.62184,                 1.0775,                0.61404,                0.54676,                0.55625,                0.40158,                 1.2471,                 1.7477,                 1.6096,             0.00046206,             0.00046206,             0.00046206
                     62,                0.65721,                0.62961,                 1.0713,                 0.5709,                0.55792,                0.55888,                0.40256,                 1.2264,                 1.6958,                 1.6275,             0.00045107,             0.00045107,             0.00045107
                     63,                0.63526,                0.61863,                 1.0783,                0.57694,                0.53083,                0.52763,                0.39043,                 1.2131,                 1.7525,                 1.6099,             0.00044007,             0.00044007,             0.00044007
                     64,                0.63282,                0.61882,                 1.0759,                0.54848,                0.53344,                0.54556,                0.40924,                 1.1963,                 1.7424,                  1.601,             0.00042907,             0.00042907,             0.00042907
                     65,                0.62559,                0.59352,                 1.0574,                0.62993,                0.45586,                0.52965,                0.39753,                 1.2112,                 1.7635,                  1.621,             0.00041807,             0.00041807,             0.00041807
                     66,                0.63869,                0.59024,                  1.068,                0.61449,                0.51193,                0.57633,                0.42437,                 1.2212,                  1.676,                 1.6289,             0.00040707,             0.00040707,             0.00040707
                     67,                0.64599,                0.60683,                  1.069,                0.64184,                0.54805,                0.57652,                0.42286,                 1.1939,                 1.6238,                 1.5776,             0.00039607,             0.00039607,             0.00039607
                     68,                0.61012,                0.57082,                 1.0556,                0.70186,                0.48674,                0.56286,                0.40727,                 1.1752,                 1.6415,                   1.55,             0.00038507,             0.00038507,             0.00038507
                     69,                0.60953,                0.56636,                 1.0509,                 0.6801,                0.49812,                0.56294,                0.42545,                 1.1351,                 1.6681,                 1.5368,             0.00037407,             0.00037407,             0.00037407
                     70,                0.60333,                0.57743,                 1.0417,                0.62029,                0.50507,                0.53275,                0.39046,                 1.1736,                 1.6982,                 1.5805,             0.00036307,             0.00036307,             0.00036307
                     71,                0.59207,                0.54541,                 1.0371,                0.70503,                0.52464,                0.57646,                0.43482,                 1.1522,                 1.6189,                 1.5516,             0.00035208,             0.00035208,             0.00035208
                     72,                0.60461,                0.56128,                 1.0507,                0.75218,                0.47922,                 0.5715,                0.41606,                 1.1471,                 1.6264,                 1.5577,             0.00034108,             0.00034108,             0.00034108
                     73,                0.58378,                0.53663,                 1.0414,                0.67867,                0.51832,                0.56724,                0.41964,                 1.1743,                 1.6775,                 1.5927,             0.00033008,             0.00033008,             0.00033008
                     74,                0.58583,                0.55249,                 1.0407,                0.63397,                0.59104,                0.61264,                0.46101,                 1.1429,                 1.5412,                 1.5722,             0.00031908,             0.00031908,             0.00031908
                     75,                0.59155,                0.54968,                 1.0475,                0.63123,                0.56722,                0.58008,                0.43389,                 1.1523,                 1.6271,                  1.577,             0.00030808,             0.00030808,             0.00030808
                     76,                0.58644,                0.53494,                 1.0431,                0.58931,                0.53595,                0.57563,                0.42055,                  1.176,                 1.6548,                 1.6051,             0.00029708,             0.00029708,             0.00029708
                     77,                0.55771,                 0.5156,                 1.0319,                0.55178,                0.56604,                0.54494,                0.39432,                 1.1669,                 1.7116,                 1.5877,             0.00028608,             0.00028608,             0.00028608
                     78,                0.57301,                0.53169,                 1.0319,                0.70294,                0.48334,                0.56101,                0.40904,                  1.178,                 1.7685,                 1.5716,             0.00027508,             0.00027508,             0.00027508
                     79,                 0.5816,                0.55043,                 1.0446,                0.65216,                0.57825,                0.58735,                 0.4342,                 1.1727,                 1.6442,                 1.5735,             0.00026408,             0.00026408,             0.00026408
                     80,                0.56822,                0.52012,                  1.031,                0.61652,                0.57478,                0.58644,                0.42869,                 1.1614,                 1.6866,                 1.5756,             0.00025309,             0.00025309,             0.00025309
                     81,                0.56555,                0.51581,                 1.0284,                0.67458,                0.54957,                0.57848,                0.42554,                 1.1633,                 1.7145,                 1.5703,             0.00024209,             0.00024209,             0.00024209
                     82,                0.55376,                0.51051,                 1.0302,                0.64855,                0.55175,                0.58957,                 0.4339,                  1.192,                 1.7141,                 1.5976,             0.00023109,             0.00023109,             0.00023109
                     83,                0.55826,                0.50988,                 1.0232,                0.70145,                0.52056,                0.57179,                0.42465,                 1.1568,                 1.6521,                 1.5747,             0.00022009,             0.00022009,             0.00022009
                     84,                0.54606,                0.49888,                 1.0184,                 0.6575,                0.54171,                0.58364,                0.43848,                 1.1537,                 1.6092,                 1.5893,             0.00020909,             0.00020909,             0.00020909
                     85,                0.53837,                0.49362,                 1.0126,                0.65707,                0.56191,                0.60339,                0.45711,                 1.1389,                 1.6286,                 1.5611,             0.00019809,             0.00019809,             0.00019809
                     86,                0.54503,                0.48359,                 1.0182,                0.53432,                0.63634,                0.59386,                0.44252,                 1.1818,                   1.69,                 1.6234,             0.00018709,             0.00018709,             0.00018709
                     87,                0.53301,                0.48108,                 1.0231,                0.63136,                0.56513,                0.59814,                0.44857,                 1.1607,                 1.6622,                 1.5902,             0.00017609,             0.00017609,             0.00017609
                     88,                0.53422,                0.49328,                  1.007,                 0.6624,                0.54843,                0.56816,                 0.4215,                 1.1455,                 1.7145,                 1.5884,             0.00016509,             0.00016509,             0.00016509
                     89,                0.51592,                0.47813,                  1.004,                0.63415,                0.55541,                0.57098,                0.42344,                 1.1687,                  1.682,                 1.6415,              0.0001541,              0.0001541,              0.0001541
                     90,                 0.5148,                0.46311,                0.99744,                 0.6192,                0.55576,                0.57635,                0.42233,                 1.1598,                 1.7151,                 1.6015,              0.0001431,              0.0001431,              0.0001431
                     91,                0.47047,                0.39907,                0.96641,                0.59571,                0.56311,                 0.5524,                0.40016,                  1.189,                 1.6704,                 1.6331,              0.0001321,              0.0001321,              0.0001321
                     92,                0.44005,                0.35918,                0.94256,                0.61335,                0.60698,                0.58165,                0.43206,                 1.1554,                 1.6033,                 1.6031,              0.0001211,              0.0001211,              0.0001211
                     93,                0.44593,                0.36126,                0.95453,                 0.5503,                0.60568,                0.56428,                0.42227,                 1.1578,                  1.633,                 1.5947,              0.0001101,              0.0001101,              0.0001101
                     94,                0.43703,                0.35881,                0.93098,                0.55759,                0.60987,                0.58165,                0.43645,                 1.1598,                 1.6266,                 1.6069,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 0.4341,                 0.3507,                0.93403,                 0.5489,                0.61216,                0.57886,                0.43642,                 1.1425,                  1.645,                 1.5932,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.42427,                 0.3322,                0.92747,                0.63502,                0.52683,                 0.5768,                0.43918,                  1.121,                 1.6964,                 1.5768,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.42716,                0.34035,                0.93192,                0.58213,                0.58775,                0.59618,                0.44807,                 1.1356,                 1.6519,                 1.5844,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.40291,                0.32128,                0.91733,                0.59818,                0.56418,                0.59297,                0.44906,                 1.1285,                 1.6668,                 1.5899,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.41491,                0.33307,                0.92906,                0.60856,                0.57173,                 0.5968,                0.45203,                 1.1274,                 1.6679,                 1.5814,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.39297,                0.31866,                0.92134,                0.60203,                0.58789,                0.59047,                 0.4473,                 1.1205,                 1.6785,                 1.5723,             3.3108e-05,             3.3108e-05,             3.3108e-05
