                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.53219,                0.45677,                 0.9953,                0.72017,                 0.4789,                0.54746,                0.39969,                 1.2713,                  1.865,                 1.7499,             0.00057939,             0.00057939,             0.00057939
                    148,                0.50389,                0.44174,                0.98922,                0.68534,                 0.4754,                 0.5408,                0.38844,                 1.2837,                 1.9145,                   1.74,             0.00057572,             0.00057572,             0.00057572
                    149,                0.51001,                 0.4453,                0.99859,                0.67923,                0.49908,                0.56434,                0.40167,                 1.2511,                 1.6984,                 1.7243,             0.00057205,             0.00057205,             0.00057205
                    150,                 0.5105,                0.45166,                0.99265,                0.60713,                0.52979,                0.55092,                0.41076,                  1.222,                 1.8936,                 1.6726,             0.00056839,             0.00056839,             0.00056839
                    151,                0.50494,                0.45237,                0.98733,                 0.6135,                0.54706,                0.57486,                0.41078,                 1.2738,                 1.6929,                 1.7454,             0.00056472,             0.00056472,             0.00056472
                    152,                0.50317,                0.45448,                0.99336,                0.57718,                0.52183,                0.53906,                0.39234,                 1.2714,                 1.8506,                 1.7537,             0.00056105,             0.00056105,             0.00056105
                    153,                  0.486,                0.44157,                0.98288,                0.69832,                0.48226,                0.55696,                0.40048,                 1.2299,                 1.7642,                 1.7039,             0.00055739,             0.00055739,             0.00055739
                    154,                0.49942,                0.44518,                0.98976,                0.62459,                0.54348,                0.56447,                0.41026,                 1.2597,                   1.67,                 1.7368,             0.00055372,             0.00055372,             0.00055372
                    155,                0.51404,                0.45634,                0.99483,                0.68749,                 0.4766,                0.56291,                0.40884,                 1.2908,                 1.8013,                 1.7993,             0.00055006,             0.00055006,             0.00055006
                    156,                0.51224,                0.43809,                 1.0051,                0.63031,                0.54353,                0.56166,                 0.4018,                 1.3069,                 1.8951,                 1.7607,             0.00054639,             0.00054639,             0.00054639
                    157,                 0.5004,                0.43609,                0.98501,                0.61284,                0.48615,                0.55244,                0.41327,                 1.2235,                 1.7561,                 1.7151,             0.00054272,             0.00054272,             0.00054272
                    158,                 0.4985,                0.43889,                0.98878,                0.56219,                0.52559,                0.51464,                0.38963,                 1.2446,                 1.8179,                 1.6727,             0.00053906,             0.00053906,             0.00053906
                    159,                0.49056,                0.44324,                  0.983,                0.66039,                0.51344,                 0.5449,                0.40601,                 1.2595,                  1.827,                 1.7081,             0.00053539,             0.00053539,             0.00053539
                    160,                0.48893,                0.43357,                0.97983,                0.64963,                0.52805,                0.54592,                0.39194,                 1.2547,                 1.8596,                 1.7559,             0.00053172,             0.00053172,             0.00053172
                    161,                0.49399,                0.42528,                 0.9776,                0.67122,                0.50175,                0.54304,                0.39882,                 1.2455,                 1.8707,                 1.7554,             0.00052806,             0.00052806,             0.00052806
                    162,                0.49293,                0.42842,                0.98373,                 0.6439,                0.51335,                0.55838,                0.41639,                 1.2196,                 1.7791,                 1.6893,             0.00052439,             0.00052439,             0.00052439
                    163,                0.48748,                0.42356,                0.98984,                0.58333,                0.52208,                0.55999,                0.42352,                  1.217,                  1.808,                 1.7095,             0.00052073,             0.00052073,             0.00052073
                    164,                0.48235,                0.41874,                 0.9745,                0.62761,                0.48498,                0.54786,                 0.4185,                 1.2039,                 1.8463,                 1.6848,             0.00051706,             0.00051706,             0.00051706
                    165,                0.47846,                0.42277,                0.98056,                 0.5413,                0.55959,                0.54785,                0.40935,                 1.2506,                 1.9042,                  1.744,             0.00051339,             0.00051339,             0.00051339
                    166,                0.49009,                0.42314,                0.98104,                0.63064,                0.49969,                 0.5488,                 0.4027,                  1.231,                 1.9551,                 1.6998,             0.00050973,             0.00050973,             0.00050973
                    167,                0.48131,                0.42258,                0.98424,                0.61899,                0.57585,                0.57103,                0.42195,                 1.2755,                 1.7642,                 1.7759,             0.00050606,             0.00050606,             0.00050606
                    168,                0.48206,                0.42879,                0.96809,                0.64123,                0.52376,                0.55656,                0.40751,                 1.2715,                 1.8656,                 1.7313,             0.00050239,             0.00050239,             0.00050239
                    169,                0.48054,                0.41846,                0.97163,                0.66328,                0.51524,                0.57913,                 0.4164,                 1.2574,                 1.8572,                  1.712,             0.00049873,             0.00049873,             0.00049873
                    170,                0.48868,                0.42139,                 0.9806,                0.62577,                0.57617,                0.58523,                0.43114,                 1.2329,                 1.7837,                 1.7028,             0.00049506,             0.00049506,             0.00049506
                    171,                0.47756,                0.41907,                0.98559,                0.59286,                0.54526,                0.56192,                0.42054,                 1.2642,                 1.8847,                  1.762,              0.0004914,              0.0004914,              0.0004914
                    172,                0.47205,                0.41094,                0.96974,                0.69638,                0.43632,                0.53451,                0.38944,                 1.2717,                 1.9544,                 1.7087,             0.00048773,             0.00048773,             0.00048773
                    173,                0.47929,                0.42714,                0.98798,                0.58288,                0.57405,                0.56333,                 0.4042,                 1.2841,                 1.8685,                 1.7353,             0.00048406,             0.00048406,             0.00048406
                    174,                0.46438,                0.41542,                0.97591,                0.66497,                0.50912,                0.56585,                0.40817,                 1.2505,                 1.9583,                 1.6968,              0.0004804,              0.0004804,              0.0004804
                    175,                0.46038,                0.40757,                 0.9615,                0.69812,                0.47087,                  0.553,                0.41215,                 1.2676,                 2.0008,                 1.6963,             0.00047673,             0.00047673,             0.00047673
                    176,                0.45449,                0.39978,                0.96958,                0.62445,                0.56092,                0.56741,                0.43779,                 1.1874,                 1.7762,                 1.6304,             0.00047306,             0.00047306,             0.00047306
                    177,                0.47236,                0.41146,                0.97659,                0.67908,                0.55247,                0.57852,                0.43031,                 1.1808,                  1.697,                 1.6521,              0.0004694,              0.0004694,              0.0004694
                    178,                0.47813,                0.42801,                0.97593,                0.69256,                0.52932,                0.55442,                0.40517,                 1.2393,                 1.8049,                  1.691,             0.00046573,             0.00046573,             0.00046573
                    179,                0.46288,                0.40376,                0.96935,                0.59643,                0.55346,                0.54616,                0.40987,                 1.2273,                 1.7635,                 1.7053,             0.00046206,             0.00046206,             0.00046206
                    180,                0.47022,                0.40373,                0.97653,                0.60066,                0.56668,                0.55591,                0.41603,                 1.2507,                 1.8176,                 1.7346,              0.0004584,              0.0004584,              0.0004584
                    181,                0.47895,                0.42641,                 0.9831,                0.73526,                0.51095,                0.56466,                0.41985,                 1.2515,                 1.7593,                  1.771,             0.00045473,             0.00045473,             0.00045473
                    182,                0.46548,                0.40434,                0.97081,                0.68853,                0.53452,                0.56462,                0.42486,                 1.2043,                  1.827,                 1.6839,             0.00045107,             0.00045107,             0.00045107
                    183,                0.45753,                0.40088,                0.96946,                0.61331,                0.55334,                0.57944,                0.41063,                 1.2416,                 1.7705,                 1.7048,              0.0004474,              0.0004474,              0.0004474
                    184,                0.45458,                 0.3925,                0.96251,                0.72541,                0.50672,                0.56078,                0.40204,                 1.2502,                 1.7834,                 1.7082,             0.00044373,             0.00044373,             0.00044373
                    185,                0.45867,                0.39509,                0.96607,                0.71207,                0.49239,                0.58046,                0.42229,                 1.2539,                 1.8035,                 1.7651,             0.00044007,             0.00044007,             0.00044007
                    186,                0.46061,                0.40404,                0.97249,                0.67165,                0.54647,                0.57948,                0.43565,                 1.2253,                 1.8086,                 1.7356,              0.0004364,              0.0004364,              0.0004364
                    187,                0.45748,                0.40464,                0.96351,                0.57541,                0.61403,                0.56915,                 0.4145,                 1.2177,                 1.8561,                 1.7213,             0.00043273,             0.00043273,             0.00043273
                    188,                0.47115,                0.40491,                0.96691,                0.65545,                0.49176,                0.53333,                0.40252,                 1.2472,                 2.0681,                 1.6968,             0.00042907,             0.00042907,             0.00042907
                    189,                0.45213,                0.38625,                0.96736,                0.67353,                0.50197,                0.53867,                0.40719,                 1.2476,                 1.9585,                  1.723,              0.0004254,              0.0004254,              0.0004254
                    190,                0.46177,                0.40744,                0.97309,                0.68517,                  0.522,                0.56317,                 0.4094,                 1.1935,                 1.8606,                 1.6707,             0.00042174,             0.00042174,             0.00042174
                    191,                0.45273,                0.38563,                0.96774,                0.70097,                0.52091,                0.56299,                0.42276,                 1.1891,                 1.8194,                 1.6786,             0.00041807,             0.00041807,             0.00041807
                    192,                0.43235,                0.37066,                0.95216,                0.70945,                 0.4958,                0.57176,                 0.4219,                 1.2272,                 1.8045,                 1.7133,              0.0004144,              0.0004144,              0.0004144
                    193,                0.44269,                0.39175,                0.96418,                 0.7163,                0.48777,                0.55396,                0.41974,                 1.2066,                 1.8278,                  1.706,             0.00041074,             0.00041074,             0.00041074
                    194,                0.44814,                0.39147,                0.96906,                  0.701,                0.51698,                0.54912,                 0.4147,                 1.2311,                 1.8052,                 1.7529,             0.00040707,             0.00040707,             0.00040707
                    195,                0.44839,                0.38458,                 0.9594,                0.66924,                0.51737,                  0.564,                0.43056,                  1.178,                 1.8129,                 1.6584,              0.0004034,              0.0004034,              0.0004034
                    196,                0.44309,                0.38866,                  0.964,                0.68798,                0.52841,                0.57691,                0.42911,                 1.2061,                 1.8749,                 1.6635,             0.00039974,             0.00039974,             0.00039974
                    197,                0.43346,                0.36564,                0.95284,                0.70037,                0.50836,                0.56423,                0.41484,                 1.2813,                 1.9563,                 1.7454,             0.00039607,             0.00039607,             0.00039607
                    198,                0.46014,                0.39995,                0.96646,                0.67533,                0.52189,                0.55943,                0.40924,                 1.3006,                 1.9227,                 1.7718,             0.00039241,             0.00039241,             0.00039241
                    199,                0.43732,                0.36897,                0.96172,                0.71695,                0.50915,                0.56502,                0.42479,                 1.2235,                 1.9282,                 1.6855,             0.00038874,             0.00038874,             0.00038874
                    200,                0.45373,                0.39054,                0.96067,                0.65978,                0.47844,                0.54264,                0.41402,                 1.1847,                  1.887,                 1.6483,             0.00038507,             0.00038507,             0.00038507
                    201,                 0.4313,                0.37814,                0.95753,                0.69491,                0.53215,                0.56799,                0.42937,                 1.2116,                 1.9592,                 1.7034,             0.00038141,             0.00038141,             0.00038141
                    202,                 0.4357,                0.37513,                0.95727,                0.67779,                0.52478,                0.56927,                0.43389,                 1.2098,                 1.7304,                 1.7142,             0.00037774,             0.00037774,             0.00037774
                    203,                 0.4214,                0.37276,                0.94346,                0.64473,                0.53836,                0.55036,                0.42387,                 1.2133,                 1.7397,                 1.6974,             0.00037407,             0.00037407,             0.00037407
