                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    164,                0.19518,                 0.1665,                0.87617,                0.99945,                      1,                  0.995,                0.99486,                 0.0926,                  0.095,                0.77092,               0.004621,               0.004621,               0.004621
                    165,                0.19259,                0.16087,                0.87676,                0.99946,                      1,                  0.995,                  0.995,                0.09004,                0.08975,                0.76985,               0.004588,               0.004588,               0.004588
                    166,                0.19281,                0.16161,                0.87829,                 0.9994,                      1,                  0.995,                  0.995,                 0.0906,                0.08875,                0.77211,               0.004555,               0.004555,               0.004555
                    167,                0.18732,                0.16044,                0.87372,                0.99941,                      1,                  0.995,                0.99476,                0.09314,                0.08963,                0.77331,               0.004522,               0.004522,               0.004522
                    168,                0.19619,                0.16267,                0.87415,                0.99945,                      1,                  0.995,                0.99483,                0.09593,                0.09439,                0.77331,               0.004489,               0.004489,               0.004489
                    169,                0.18886,                0.16087,                0.86927,                0.99945,                      1,                  0.995,                0.99418,                 0.0946,                0.09249,                0.77335,               0.004456,               0.004456,               0.004456
                    170,                0.19315,                0.16109,                0.87723,                0.99946,                      1,                  0.995,                0.99466,                0.09548,                0.09857,                0.77028,               0.004423,               0.004423,               0.004423
                    171,                0.18967,                0.15947,                0.87734,                0.99941,                      1,                  0.995,                0.99416,                0.09788,                0.09576,                0.77613,                0.00439,                0.00439,                0.00439
                    172,                0.19422,                0.16297,                0.87734,                0.99942,                      1,                  0.995,                  0.995,                0.09221,                0.08895,                0.77192,               0.004357,               0.004357,               0.004357
                    173,                0.18611,                0.16003,                0.87628,                0.99944,                      1,                  0.995,                  0.995,                0.09318,                 0.0878,                0.77311,               0.004324,               0.004324,               0.004324
                    174,                0.19006,                0.15894,                0.87355,                0.99945,                      1,                  0.995,                  0.995,                 0.0888,                0.08802,                0.77261,               0.004291,               0.004291,               0.004291
                    175,                0.17912,                0.15391,                0.86989,                0.99946,                      1,                  0.995,                  0.995,                0.09248,                0.08382,                0.77339,               0.004258,               0.004258,               0.004258
                    176,                0.17923,                0.15222,                0.87214,                0.99947,                      1,                  0.995,                  0.995,                0.09209,                0.08614,                0.77215,               0.004225,               0.004225,               0.004225
                    177,                0.18161,                0.15354,                0.86623,                0.99946,                      1,                  0.995,                  0.995,                0.09067,                0.08351,                0.77105,               0.004192,               0.004192,               0.004192
                    178,                0.17674,                0.15056,                0.86375,                0.99946,                      1,                  0.995,                  0.995,                 0.0912,                0.08777,                0.77366,               0.004159,               0.004159,               0.004159
                    179,                0.18449,                0.14977,                0.86896,                0.99946,                      1,                  0.995,                  0.995,                0.08841,                0.08984,                0.77583,               0.004126,               0.004126,               0.004126
                    180,                0.18318,                0.15291,                 0.8712,                0.99946,                      1,                  0.995,                0.99432,                0.09023,                0.08689,                0.77302,               0.004093,               0.004093,               0.004093
                    181,                0.17738,                0.14422,                0.86707,                0.99946,                      1,                  0.995,                  0.995,                0.08843,                0.08687,                0.76597,                0.00406,                0.00406,                0.00406
                    182,                0.17621,                0.15004,                0.86963,                0.99947,                      1,                  0.995,                0.99481,                  0.088,                0.08535,                0.76458,               0.004027,               0.004027,               0.004027
                    183,                0.17708,                0.14851,                0.86354,                0.99945,                      1,                  0.995,                  0.995,                0.08963,                0.08996,                0.76707,               0.003994,               0.003994,               0.003994
                    184,                0.17016,                0.14914,                0.86917,                 0.9994,                      1,                  0.995,                  0.995,                0.08768,                0.08886,                0.77425,               0.003961,               0.003961,               0.003961
                    185,                0.17824,                0.14914,                0.87187,                0.99941,                      1,                  0.995,                  0.995,                0.08696,                0.09243,                0.77483,               0.003928,               0.003928,               0.003928
                    186,                0.17212,                0.14874,                0.86973,                0.99944,                      1,                  0.995,                  0.995,                0.08637,                0.08919,                0.77593,               0.003895,               0.003895,               0.003895
                    187,                0.17681,                 0.1513,                0.86828,                0.99946,                      1,                  0.995,                  0.995,                 0.0874,                0.09235,                0.77515,               0.003862,               0.003862,               0.003862
                    188,                0.17389,                0.15142,                0.86856,                0.99946,                      1,                  0.995,                  0.995,                0.08683,                0.08497,                 0.7744,               0.003829,               0.003829,               0.003829
                    189,                0.17143,                0.14584,                0.86906,                0.99946,                      1,                  0.995,                  0.995,                0.08597,                0.08239,                0.77236,               0.003796,               0.003796,               0.003796
                    190,                 0.1708,                0.14495,                0.87042,                0.99946,                      1,                  0.995,                  0.995,                0.08382,                0.08265,                0.77019,               0.003763,               0.003763,               0.003763
                    191,                0.17297,                0.15049,                0.87496,                0.99947,                      1,                  0.995,                  0.995,                0.08095,                0.08337,                0.77003,                0.00373,                0.00373,                0.00373
                    192,                0.17436,                0.14824,                0.87204,                0.99947,                      1,                  0.995,                0.99491,                0.08215,                0.08173,                0.76983,               0.003697,               0.003697,               0.003697
                    193,                0.16786,                0.14211,                0.86566,                0.99947,                      1,                  0.995,                  0.995,                0.08084,                0.08258,                0.77101,               0.003664,               0.003664,               0.003664
                    194,                0.17011,                0.14354,                0.86489,                0.99946,                      1,                  0.995,                  0.995,                0.08149,                0.08254,                0.77164,               0.003631,               0.003631,               0.003631
                    195,                0.16845,                0.14605,                0.86277,                0.99947,                      1,                  0.995,                  0.995,                 0.0818,                0.08726,                0.77298,               0.003598,               0.003598,               0.003598
                    196,                 0.1633,                0.14382,                 0.8658,                0.99946,                      1,                  0.995,                0.99493,                0.08154,                 0.0845,                0.77324,               0.003565,               0.003565,               0.003565
                    197,                0.16415,                0.14296,                0.86296,                0.99945,                      1,                  0.995,                0.99488,                0.08444,                0.08192,                 0.7747,               0.003532,               0.003532,               0.003532
                    198,                0.16416,                0.14045,                0.86586,                0.99945,                      1,                  0.995,                0.99487,                0.08386,                0.08018,                0.77411,               0.003499,               0.003499,               0.003499
                    199,                0.17021,                0.14835,                 0.8652,                0.99946,                      1,                  0.995,                  0.995,                0.08352,                 0.0841,                0.77144,               0.003466,               0.003466,               0.003466
                    200,                0.16319,                0.14496,                0.86752,                0.99943,                      1,                  0.995,                  0.995,                0.08027,                0.08352,                0.77153,               0.003433,               0.003433,               0.003433
                    201,                0.16915,                0.14555,                0.86599,                0.99937,                      1,                  0.995,                  0.995,                 0.0793,                0.07947,                0.77189,                 0.0034,                 0.0034,                 0.0034
                    202,                0.16156,                0.14427,                0.86185,                0.99946,                      1,                  0.995,                  0.995,                0.07906,                0.07989,                0.77168,               0.003367,               0.003367,               0.003367
                    203,                0.16184,                0.14199,                0.86304,                      1,                      1,                  0.995,                  0.995,                0.07793,                0.07557,                 0.7715,               0.003334,               0.003334,               0.003334
                    204,                0.16246,                0.13794,                0.86487,                0.99946,                      1,                  0.995,                0.99486,                0.07938,                0.07732,                0.77159,               0.003301,               0.003301,               0.003301
                    205,                0.15812,                0.14113,                0.86366,                0.99946,                      1,                  0.995,                  0.995,                 0.0796,                0.07717,                 0.7727,               0.003268,               0.003268,               0.003268
                    206,                0.16387,                0.13909,                0.86153,                0.99946,                      1,                  0.995,                  0.995,                0.08054,                0.07622,                0.77281,               0.003235,               0.003235,               0.003235
                    207,                0.15912,                0.14089,                0.86376,                0.99945,                      1,                  0.995,                  0.995,                0.08006,                0.07913,                0.77281,               0.003202,               0.003202,               0.003202
                    208,                0.16122,                0.13939,                0.86394,                 0.9994,                      1,                  0.995,                0.99485,                0.08045,                0.08218,                0.77213,               0.003169,               0.003169,               0.003169
                    209,                0.16408,                0.14266,                0.86271,                0.99944,                      1,                  0.995,                  0.995,                0.08009,                0.08217,                0.77154,               0.003136,               0.003136,               0.003136
                    210,                  0.151,                0.13299,                0.85924,                0.99945,                      1,                  0.995,                0.99479,                0.08046,                0.08247,                0.77114,               0.003103,               0.003103,               0.003103
                    211,                0.16149,                0.14175,                0.86088,                0.99945,                      1,                  0.995,                  0.995,                0.07967,                  0.083,                0.77212,                0.00307,                0.00307,                0.00307
                    212,                0.15734,                0.13994,                0.86261,                0.99945,                      1,                  0.995,                  0.995,                0.08034,                0.08224,                0.77372,               0.003037,               0.003037,               0.003037
                    213,                 0.1592,                0.13844,                0.86494,                0.99946,                      1,                  0.995,                  0.995,                0.08101,                0.08522,                0.77663,               0.003004,               0.003004,               0.003004
                    214,                0.15407,                 0.1407,                0.85951,                0.99947,                      1,                  0.995,                  0.995,                0.08038,                 0.0823,                0.77754,               0.002971,               0.002971,               0.002971
                    215,                 0.1502,                0.13337,                0.86299,                0.99946,                      1,                  0.995,                  0.995,                0.07999,                0.08673,                0.77736,               0.002938,               0.002938,               0.002938
                    216,                0.14789,                0.13431,                0.85818,                0.99946,                      1,                  0.995,                  0.995,                0.07891,                0.08526,                0.77826,               0.002905,               0.002905,               0.002905
                    217,                0.15421,                 0.1365,                0.86136,                0.99947,                      1,                  0.995,                  0.995,                0.07907,                 0.0825,                0.77811,               0.002872,               0.002872,               0.002872
                    218,                0.14754,                0.13412,                0.86338,                0.99947,                      1,                  0.995,                  0.995,                0.07922,                0.08284,                0.77751,               0.002839,               0.002839,               0.002839
                    219,                0.14662,                0.13294,                0.86235,                0.99946,                      1,                  0.995,                  0.995,                 0.0781,                0.07902,                 0.7761,               0.002806,               0.002806,               0.002806
                    220,                0.14548,                 0.1291,                0.85635,                0.99945,                      1,                  0.995,                  0.995,                 0.0783,                0.07676,                0.77609,               0.002773,               0.002773,               0.002773
                    221,                0.14885,                0.13171,                0.85463,                0.99946,                      1,                  0.995,                  0.995,                0.07766,                0.07992,                0.77631,                0.00274,                0.00274,                0.00274
                    222,                0.14804,                0.13138,                0.86088,                0.99946,                      1,                  0.995,                  0.995,                0.07575,                0.07689,                0.77472,               0.002707,               0.002707,               0.002707
                    223,                0.14589,                0.13044,                 0.8565,                0.99947,                      1,                  0.995,                  0.995,                0.07459,                0.07457,                0.77305,               0.002674,               0.002674,               0.002674
                    224,                 0.1486,                0.13328,                0.85478,                0.99947,                      1,                  0.995,                  0.995,                0.07303,                0.07574,                0.77117,               0.002641,               0.002641,               0.002641
                    225,                 0.1456,                 0.1275,                0.85498,                0.99947,                      1,                  0.995,                  0.995,                0.07224,                0.07589,                0.77074,               0.002608,               0.002608,               0.002608
                    226,                  0.145,                0.13237,                0.85764,                0.99948,                      1,                  0.995,                  0.995,                0.07166,                0.07361,                0.77076,               0.002575,               0.002575,               0.002575
                    227,                0.14428,                0.13083,                0.86781,                0.99947,                      1,                  0.995,                  0.995,                0.07411,                0.07791,                0.76996,               0.002542,               0.002542,               0.002542
                    228,                0.14432,                0.12503,                0.86167,                0.99946,                      1,                  0.995,                  0.995,                0.07466,                0.07913,                0.76923,               0.002509,               0.002509,               0.002509
                    229,                0.13992,                0.12755,                0.85392,                0.99946,                      1,                  0.995,                  0.995,                0.07396,                0.07775,                0.76821,               0.002476,               0.002476,               0.002476
                    230,                0.14171,                0.12764,                0.85853,                0.99946,                      1,                  0.995,                  0.995,                0.07312,                 0.0742,                0.76881,               0.002443,               0.002443,               0.002443
                    231,                0.14202,                0.12678,                0.85754,                0.99946,                      1,                  0.995,                  0.995,                0.07176,                0.07546,                0.76877,                0.00241,                0.00241,                0.00241
                    232,                0.13917,                0.12634,                  0.859,                0.99946,                      1,                  0.995,                  0.995,                 0.0695,                0.07725,                0.76809,               0.002377,               0.002377,               0.002377
                    233,                0.14199,                0.12759,                0.85918,                0.99946,                      1,                  0.995,                  0.995,                0.06836,                0.07414,                0.76711,               0.002344,               0.002344,               0.002344
                    234,                0.14002,                0.12553,                0.85927,                0.99946,                      1,                  0.995,                  0.995,                0.06923,                 0.0753,                0.76751,               0.002311,               0.002311,               0.002311
                    235,                0.13556,                0.12654,                0.85618,                0.99947,                      1,                  0.995,                  0.995,                0.06814,                 0.0765,                0.76696,               0.002278,               0.002278,               0.002278
                    236,                0.13485,                0.11997,                0.85236,                0.99947,                      1,                  0.995,                  0.995,                0.06787,                 0.0761,                0.76663,               0.002245,               0.002245,               0.002245
                    237,                0.13861,                0.12405,                0.85259,                0.99946,                      1,                  0.995,                  0.995,                0.06716,                0.07312,                0.76648,               0.002212,               0.002212,               0.002212
                    238,                0.13948,                0.12603,                0.85911,                0.99947,                      1,                  0.995,                  0.995,                0.06895,                0.07589,                0.76705,               0.002179,               0.002179,               0.002179
                    239,                0.13473,                0.12821,                0.85715,                0.99946,                      1,                  0.995,                  0.995,                0.06906,                0.07608,                0.76691,               0.002146,               0.002146,               0.002146
                    240,                0.13078,                0.12015,                0.85037,                0.99946,                      1,                  0.995,                  0.995,                0.06919,                0.07522,                0.76685,               0.002113,               0.002113,               0.002113
                    241,                0.14033,                0.12517,                0.85111,                0.99947,                      1,                  0.995,                  0.995,                0.06946,                0.07214,                0.76731,                0.00208,                0.00208,                0.00208
                    242,                0.13082,                0.11997,                0.85588,                0.99947,                      1,                  0.995,                  0.995,                0.06959,                0.07195,                0.76721,               0.002047,               0.002047,               0.002047
                    243,                0.12822,                0.11891,                0.85505,                0.99947,                      1,                  0.995,                  0.995,                0.06945,                0.07181,                 0.7669,               0.002014,               0.002014,               0.002014
                    244,                0.13283,                0.11884,                0.85245,                0.99948,                      1,                  0.995,                  0.995,                0.06885,                0.07274,                0.76685,               0.001981,               0.001981,               0.001981
                    245,                0.12933,                0.11622,                0.85836,                0.99947,                      1,                  0.995,                  0.995,                0.06789,                0.07322,                0.76658,               0.001948,               0.001948,               0.001948
                    246,                0.12757,                0.11917,                0.85854,                0.99948,                      1,                  0.995,                  0.995,                0.06749,                0.07361,                0.76807,               0.001915,               0.001915,               0.001915
                    247,                0.12635,                0.11534,                0.85574,                0.99947,                      1,                  0.995,                  0.995,                 0.0686,                 0.0743,                0.76867,               0.001882,               0.001882,               0.001882
                    248,                0.13114,                0.12188,                0.84906,                0.99947,                      1,                  0.995,                  0.995,                0.07001,                0.07666,                0.76913,               0.001849,               0.001849,               0.001849
                    249,                0.12827,                0.12164,                0.85484,                0.99948,                      1,                  0.995,                  0.995,                0.06898,                0.07368,                0.76849,               0.001816,               0.001816,               0.001816
                    250,                0.12575,                0.11819,                0.85733,                0.99947,                      1,                  0.995,                  0.995,                0.06802,                0.07082,                0.76833,               0.001783,               0.001783,               0.001783
                    251,                0.12365,                0.11764,                0.85307,                0.99947,                      1,                  0.995,                  0.995,                0.06799,                 0.0724,                0.76812,                0.00175,                0.00175,                0.00175
                    252,                0.12081,                0.11344,                0.85047,                0.99947,                      1,                  0.995,                  0.995,                0.06739,                0.07585,                0.76774,               0.001717,               0.001717,               0.001717
                    253,                0.12274,                0.11506,                0.85017,                0.99946,                      1,                  0.995,                  0.995,                0.06711,                 0.0737,                0.76765,               0.001684,               0.001684,               0.001684
                    254,                0.12161,                0.11208,                 0.8548,                0.99945,                      1,                  0.995,                  0.995,                0.06733,                0.07433,                0.76721,               0.001651,               0.001651,               0.001651
                    255,                0.11989,                0.10712,                0.84785,                0.99945,                      1,                  0.995,                  0.995,                0.06682,                0.07345,                0.76703,               0.001618,               0.001618,               0.001618
                    256,                0.11841,                0.11117,                0.84796,                0.99942,                      1,                  0.995,                  0.995,                0.06677,                0.07425,                0.76665,               0.001585,               0.001585,               0.001585
                    257,                0.12238,                0.11707,                0.85048,                0.99912,                      1,                  0.995,                  0.995,                 0.0667,                0.07406,                0.76687,               0.001552,               0.001552,               0.001552
                    258,                0.12188,                0.11445,                0.84912,                0.99872,                      1,                  0.995,                  0.995,                  0.067,                0.07735,                 0.7669,               0.001519,               0.001519,               0.001519
                    259,                0.11701,                0.11396,                 0.8539,                0.99869,                      1,                  0.995,                  0.995,                0.06671,                 0.0766,                0.76667,               0.001486,               0.001486,               0.001486
                    260,                0.12256,                0.11386,                0.85378,                0.99834,                      1,                  0.995,                  0.995,                0.06673,                 0.0775,                0.76687,               0.001453,               0.001453,               0.001453
                    261,                0.12096,                 0.1124,                0.85244,                0.99801,                      1,                  0.995,                  0.995,                0.06621,                0.07806,                0.76744,                0.00142,                0.00142,                0.00142
                    262,                0.11703,                0.11235,                0.85372,                0.99769,                      1,                  0.995,                  0.995,                0.06597,                0.07606,                 0.7677,               0.001387,               0.001387,               0.001387
                    263,                0.11522,                0.11111,                0.85482,                0.99718,                      1,                  0.995,                  0.995,                0.06617,                0.07724,                0.76767,               0.001354,               0.001354,               0.001354
                    264,                0.11769,                 0.1104,                0.84974,                0.99737,                      1,                  0.995,                  0.995,                0.06585,                0.07647,                0.76743,               0.001321,               0.001321,               0.001321
                    265,                0.11539,                0.10953,                0.84932,                0.99799,                      1,                  0.995,                  0.995,                0.06564,                0.07594,                0.76749,               0.001288,               0.001288,               0.001288
                    266,                0.11332,                0.10573,                0.84739,                0.99812,                      1,                  0.995,                  0.995,                0.06482,                0.07616,                0.76831,               0.001255,               0.001255,               0.001255
                    267,                0.11419,                0.10721,                0.84712,                 0.9982,                      1,                  0.995,                  0.995,                 0.0642,                0.07539,                0.76833,               0.001222,               0.001222,               0.001222
                    268,                0.11045,                0.10183,                0.84989,                0.99822,                      1,                  0.995,                  0.995,                0.06324,                0.07378,                0.76766,               0.001189,               0.001189,               0.001189
                    269,                0.11141,                 0.1032,                0.84826,                0.99831,                      1,                  0.995,                  0.995,                0.06237,                 0.0735,                0.76694,               0.001156,               0.001156,               0.001156
                    270,                0.11081,                0.10455,                0.84854,                0.99842,                      1,                  0.995,                  0.995,                0.06225,                0.07202,                0.76668,               0.001123,               0.001123,               0.001123
                    271,                0.10947,                0.10248,                0.84832,                0.99844,                      1,                  0.995,                  0.995,                0.06227,                0.07202,                0.76686,                0.00109,                0.00109,                0.00109
                    272,                0.11164,                0.10623,                0.84886,                0.99853,                      1,                  0.995,                  0.995,                0.06223,                0.07345,                0.76694,               0.001057,               0.001057,               0.001057
                    273,                0.10941,                0.10161,                0.84741,                0.99864,                      1,                  0.995,                  0.995,                0.06168,                0.07291,                0.76687,               0.001024,               0.001024,               0.001024
                    274,                0.10672,                0.10589,                0.84287,                0.99872,                      1,                  0.995,                  0.995,                0.06106,                 0.0721,                0.76641,               0.000991,               0.000991,               0.000991
                    275,                0.10378,                 0.1006,                 0.8489,                0.99873,                      1,                  0.995,                  0.995,                0.06117,                0.07226,                0.76658,               0.000958,               0.000958,               0.000958
                    276,                0.10817,                0.10517,                0.84824,                0.99881,                      1,                  0.995,                  0.995,                0.06125,                0.07209,                0.76688,               0.000925,               0.000925,               0.000925
                    277,                0.10973,                0.10599,                0.85242,                0.99947,                      1,                  0.995,                  0.995,                0.06119,                0.07249,                0.76686,               0.000892,               0.000892,               0.000892
                    278,                0.10579,                0.10366,                0.84755,                0.99947,                      1,                  0.995,                  0.995,                0.06122,                0.07302,                0.76662,               0.000859,               0.000859,               0.000859
                    279,                0.10724,                0.10222,                0.84817,                0.99946,                      1,                  0.995,                  0.995,                0.06079,                 0.0731,                0.76661,               0.000826,               0.000826,               0.000826
                    280,                0.10174,                0.09845,                0.84959,                0.99944,                      1,                  0.995,                  0.995,                0.06031,                0.07404,                0.76652,               0.000793,               0.000793,               0.000793
                    281,                0.10581,                 0.0997,                0.84765,                0.99945,                      1,                  0.995,                  0.995,                0.06029,                0.07226,                0.76629,                0.00076,                0.00076,                0.00076
                    282,                0.10341,                 0.0984,                0.85297,                0.99945,                      1,                  0.995,                  0.995,                0.05987,                0.07375,                0.76614,               0.000727,               0.000727,               0.000727
                    283,                0.10086,                 0.0981,                0.85234,                0.99946,                      1,                  0.995,                  0.995,                0.05986,                0.07388,                0.76613,               0.000694,               0.000694,               0.000694
                    284,                0.10304,                0.09762,                0.84033,                0.99946,                      1,                  0.995,                  0.995,                 0.0596,                 0.0727,                0.76629,               0.000661,               0.000661,               0.000661
                    285,                0.10454,                0.10714,                0.84766,                0.99947,                      1,                  0.995,                  0.995,                0.05992,                0.07273,                0.76606,               0.000628,               0.000628,               0.000628
                    286,                0.09948,                 0.0947,                0.85173,                0.99947,                      1,                  0.995,                  0.995,                0.05997,                0.07098,                0.76589,               0.000595,               0.000595,               0.000595
                    287,                0.09974,                0.09789,                0.84791,                0.99946,                      1,                  0.995,                  0.995,                0.05943,                0.07171,                0.76559,               0.000562,               0.000562,               0.000562
                    288,                0.09753,                0.09372,                0.85003,                0.99946,                      1,                  0.995,                  0.995,                0.05948,                0.06994,                0.76567,               0.000529,               0.000529,               0.000529
                    289,                0.09992,                0.09803,                0.84814,                0.99946,                      1,                  0.995,                  0.995,                0.05901,                0.06937,                0.76545,               0.000496,               0.000496,               0.000496
                    290,                0.09797,                0.09471,                0.84487,                0.99947,                      1,                  0.995,                  0.995,                0.05915,                0.07097,                0.76539,               0.000463,               0.000463,               0.000463
                    291,                0.07208,                0.06546,                 0.7888,                0.99947,                      1,                  0.995,                  0.995,                0.05886,                0.07367,                 0.7657,                0.00043,                0.00043,                0.00043
                    292,                0.07186,                 0.0649,                0.79154,                0.99947,                      1,                  0.995,                  0.995,                0.05859,                0.07181,                0.76592,               0.000397,               0.000397,               0.000397
                    293,                0.07457,                0.06538,                0.78776,                0.99947,                      1,                  0.995,                  0.995,                0.05865,                0.07056,                0.76615,               0.000364,               0.000364,               0.000364
                    294,                0.06924,                0.06309,                0.79974,                0.99947,                      1,                  0.995,                  0.995,                0.05915,                0.06915,                0.76606,               0.000331,               0.000331,               0.000331
                    295,                 0.0715,                0.06618,                0.79691,                0.99947,                      1,                  0.995,                  0.995,                0.05884,                0.06924,                0.76605,               0.000298,               0.000298,               0.000298
                    296,                0.06596,                0.06098,                0.79135,                0.99947,                      1,                  0.995,                  0.995,                0.05859,                0.07011,                0.76605,               0.000265,               0.000265,               0.000265
                    297,                0.06871,                0.06071,                0.78466,                0.99947,                      1,                  0.995,                  0.995,                0.05882,                0.06969,                0.76608,               0.000232,               0.000232,               0.000232
                    298,                0.06957,                0.06241,                0.79143,                0.99947,                      1,                  0.995,                  0.995,                0.05832,                0.06845,                0.76587,               0.000199,               0.000199,               0.000199
                    299,                0.06609,                0.06023,                0.79334,                0.99947,                      1,                  0.995,                  0.995,                0.05862,                0.06814,                0.76569,               0.000166,               0.000166,               0.000166
                    300,                0.06579,                0.06103,                0.79111,                0.99947,                      1,                  0.995,                  0.995,                0.05835,                0.06848,                0.76598,               0.000133,               0.000133,               0.000133
